timestamps,ax,ay,az
1525745929235734.0,-3.202697015052602,3.016578205127644,-0.19051189953079847
1525745929241463.0,-3.237399202620974,3.0210329869731547,-0.18164644045373532
1525745929246891.0,-3.269519806092674,3.024426555529883,-0.1734769486475354
1525745929252408.0,-3.3022209562217633,3.027813944721676,-0.16545530287040713
1525745929257881.0,-3.3338995389982937,3.030371861762121,-0.1577398274587556
1525745929263352.0,-3.3653060002213806,3.03260034714771,-0.15029892218922958
1525745929268661.0,-3.395493961745115,3.034422067927966,-0.14333749687075822
1525745929274009.0,-3.4255009543819983,3.035825188433089,-0.1365839366915628
1525745929279412.0,-3.4554507795955716,3.036853950675086,-0.13003358452671537
1525745929284797.0,-3.4849598869856866,3.0375257590725253,-0.12377756931696539
1525745929290098.0,-3.5137968826600394,3.037957787321828,-0.11789154942511139
1525745929295409.0,-3.541874918054934,3.037655990813592,-0.11224678069614148
1525745929300788.0,-3.570358494588657,3.0373672722189045,-0.10681733586675629
1525745929306083.0,-3.5976249743300728,3.0364149133670044,-0.10173250174381519
1525745929311420.0,-3.6250548963272466,3.035409269948509,-0.09688989730857109
1525745929316831.0,-3.652168678178016,3.033817182699254,-0.09225354233032367
1525745929322171.0,-3.6787667235496855,3.03213401485882,-0.08796186991081092
1525745929327494.0,-3.7046644654934955,3.029981244069651,-0.08395361068125463
1525745929332821.0,-3.7305426123408973,3.027836899880132,-0.08022510149965781
1525745929338137.0,-3.755418945919423,3.024980986101868,-0.07676603275654548
1525745929343430.0,-3.780355575137231,3.022337396229398,-0.07360539680753891
1525745929348730.0,-3.804256230899566,3.018913300498251,-0.07070347991600894
1525745929354050.0,-3.828405137774024,3.015689560480158,-0.06807146995046298
1525745929359343.0,-3.8514709117164756,3.011824029101119,-0.06571079637327783
1525745929364684.0,-3.874695051184345,3.007994695856714,-0.06360359264426296
1525745929369962.0,-3.8969656875333563,3.003802025599665,-0.06178037224734018
1525745929375294.0,-3.919321891262705,2.999588117113627,-0.06020643868831619
1525745929380574.0,-3.9406483481012495,2.9949339433396958,-0.05890037890600014
1525745929386046.0,-3.9626924339642082,2.990225706557601,-0.05782239801167431
1525745929391382.0,-3.9833515547924896,2.985167426237085,-0.05702557472526302
1525745929396762.0,-4.003766618645038,2.979935113257395,-0.05648040440812199
1525745929402264.0,-4.024288370608132,2.9745135220630727,-0.05618935709900555
1525745929407625.0,-4.043685134514934,2.968986112509107,-0.05615560445459227
1525745929412939.0,-4.062492261082584,2.963401695443901,-0.05636450988085516
1525745929418265.0,-4.080869248823996,2.95767634280157,-0.05681686830793719
1525745929423800.0,-4.099725782858422,2.9517829041061066,-0.05753713447602387
1525745929429213.0,-4.1170365743363515,2.9454479923929977,-0.058474066130723534
1525745929434794.0,-4.134994850265274,2.9392525458765766,-0.05969135537804635
1525745929440263.0,-4.151442558044714,2.9326287430869873,-0.061111057448792284
1525745929445598.0,-4.167550707474732,2.9264726248874084,-0.062724269233802
1525745929450931.0,-4.182597594466432,2.919841554088931,-0.06453944353000834
1525745929456229.0,-4.197458486420763,2.913461545233083,-0.06655292483377817
1525745929461564.0,-4.21161646275139,2.9067529182961995,-0.06877578984483391
1525745929466875.0,-4.2255514894438715,2.9002464788101405,-0.07118863156860082
1525745929472192.0,-4.238568874466638,2.893379299961654,-0.07378597735229493
1525745929477974.0,-4.252569045040827,2.8861413250315193,-0.07682754033232958
1525745929483533.0,-4.265187166207514,2.8789434241525043,-0.07994515737169038
1525745929488830.0,-4.276577018471536,2.8719674551443783,-0.08308816676550904
1525745929494142.0,-4.28771745785659,2.865090437921535,-0.08641030621643446
1525745929499384.0,-4.2980179550989375,2.8581465905239494,-0.08984156096032847
1525745929504853.0,-4.308337557317553,2.8509493627525124,-0.09358562607181972
1525745929510200.0,-4.317811921357067,2.843832373269853,-0.09739617883485885
1525745929515474.0,-4.326993993393804,2.8370306798564426,-0.10130753598500578
1525745929520740.0,-4.3349480250163275,2.829765629920093,-0.10533199530046172
1525745929526129.0,-4.343174297099916,2.8227200523988003,-0.10959828840793312
1525745929531441.0,-4.35017762049856,2.81539038135617,-0.11391550277794121
1525745929536844.0,-4.357262518406426,2.8082504255634877,-0.1184421327969553
1525745929542118.0,-4.363181596860774,2.800971902204141,-0.1229612577824016
1525745929547481.0,-4.369092605789689,2.7938391128281417,-0.12767740505501235
1525745929552795.0,-4.373985464816301,2.786491392124718,-0.1324403124488852
1525745929558254.0,-4.3789095282663215,2.7792283997379488,-0.137447109953556
1525745929563615.0,-4.382676882555378,2.7717618028156106,-0.14244030316269163
1525745929568958.0,-4.386439582201159,2.7646646266544206,-0.1475199900000856
1525745929574255.0,-4.389033812806613,2.757245368099633,-0.15261416869226058
1525745929579511.0,-4.391320043569176,2.75003219581847,-0.157748941662207
1525745929584965.0,-4.393125765712976,2.742540349835973,-0.16314756275309084
1525745929590337.0,-4.394389861188651,2.735181660392146,-0.1685304038272914
1525745929595629.0,-4.394983624551065,2.7278560913953656,-0.17388512255529848
1525745929601628.0,-4.395082763644763,2.7195793871278955,-0.18001708537018588
1525745929606929.0,-4.39484040008094,2.712412255903614,-0.18549553000536195
1525745929612211.0,-4.3934359272867365,2.704870474073685,-0.19096686055030296
1525745929617569.0,-4.392028046525246,2.6975503877435343,-0.19657603402560417
1525745929622991.8,-4.3895140038057665,2.68979821158159,-0.20225963071238948
1525745929628323.0,-4.386930866993819,2.6824244172244187,-0.20789245535823025
1525745929633691.0,-4.383348569660871,2.674712004655844,-0.21356345592929826
1525745929639086.0,-4.379597191375541,2.6671802942304796,-0.21929800283205184
1525745929644463.0,-4.3748495116105595,2.659365757766946,-0.22500124020496184
1525745929649877.0,-4.36996796132666,2.651740823021825,-0.23077304931155004
1525745929655383.0,-4.363879541248888,2.6436134918316387,-0.23661534594848901
1525745929660936.0,-4.357656041692546,2.6356769147473895,-0.2425312072920466
1525745929666460.0,-4.350426802517475,2.6274569144557622,-0.24838299675485415
1525745929671749.0,-4.342991481621171,2.6195533375033344,-0.2539751894213489
1525745929677070.0,-4.33508723735406,2.6116155417658447,-0.25959226482000647
1525745929682447.8,-4.32645126441681,2.6034726205962713,-0.2652434929662067
1525745929687810.0,-4.317294494339651,2.5952909254483023,-0.2708550533941755
1525745929693128.0,-4.307684552012791,2.58711579671714,-0.27639421055776026
1525745929698593.0,-4.297440449670111,2.5787496720016487,-0.2820677521423062
1525745929704217.0,-4.285690256367423,2.569680756515269,-0.2878286836218199
1525745929709950.0,-4.273719449758967,2.5607108809318073,-0.2937008285341862
1525745929715291.0,-4.261302083600526,2.5518400301176327,-0.29908099301216456
1525745929721302.0,-4.24739458773774,2.542161225859717,-0.3051341646841088
1525745929726630.0,-4.233772391649328,2.5330432100297564,-0.31039818383200773
1525745929731929.0,-4.220313485885164,2.524239244410848,-0.3156302719871371
1525745929737330.0,-4.205394632260382,2.514756019719772,-0.32086143702723985
1525745929742804.0,-4.1900678347366975,2.50523033131768,-0.3261333486673928
1525745929748126.0,-4.174410335463986,2.49571370543291,-0.3311850767905229
1525745929753473.0,-4.1583284933933236,2.486131052501358,-0.3362163714498957
1525745929758929.0,-4.141030341786156,2.476010461380114,-0.3412603284225404
1525745929764270.0,-4.123827903551109,2.466121327324161,-0.34615668897512625
1525745929769623.0,-4.105783903372552,2.4559014204465326,-0.35097710646980934
1525745929774924.0,-4.08722510253988,2.4455315055762314,-0.35567057124989687
1525745929780208.2,-4.068375146695829,2.4351415457485834,-0.3602974978337966
1525745929786281.0,-4.0458220531967095,2.4228572057791493,-0.3655081649165381
1525745929791596.0,-4.025644722281075,2.4119992599295483,-0.37000481460199014
1525745929797828.0,-4.000991569143583,2.398853306088166,-0.37515537424106643
1525745929803151.8,-3.9795647605411024,2.387551437154362,-0.37949484857137444
1525745929808438.0,-3.9573547371626008,2.375898587386586,-0.38369056621678627
1525745929813752.0,-3.934853151855185,2.364205264348105,-0.38786668845840067
1525745929819141.0,-3.910953926348767,2.3518223625691492,-0.39196995886057595
1525745929824617.0,-3.886544762131704,2.3392886907168835,-0.3961005666609449
1525745929830014.0,-3.86140085362721,2.3263988557380313,-0.40003508617561806
1525745929835365.0,-3.836022252816277,2.3134588556197664,-0.40386361637580087
1525745929840737.0,-3.809990583447516,2.300241460043425,-0.40762350887937626
1525745929846114.0,-3.7833172537695714,2.286744052497901,-0.4112952742576278
1525745929851399.0,-3.756469322578199,2.2731946374226686,-0.41481107208063084
1525745929856753.0,-3.7287494749484464,2.2592479897501376,-0.4182909646932425
1525745929862048.0,-3.700809244071433,2.2452283751430113,-0.42165031101048916
1525745929867361.0,-3.6718009632221627,2.2306593872910025,-0.42488662772619723
1525745929872654.0,-3.642672294405047,2.2160918319941483,-0.4280614789744975
1525745929878076.0,-3.611884857275391,2.200678722593086,-0.4311790065145313
1525745929883485.0,-3.5808167799447097,2.185172217022976,-0.4342241446688098
1525745929888864.0,-3.5490404361436223,2.169297219433345,-0.4371236081507391
1525745929894172.0,-3.5174128111050287,2.1535459244494866,-0.4399309551253562
1525745929899422.0,-3.485075806689094,2.137397345862158,-0.4425562135680189
1525745929904979.0,-3.450672873785387,2.120280076996849,-0.4452919277527028
1525745929910318.0,-3.4164843583485576,2.1032151900621576,-0.4477548530623072
1525745929915736.0,-3.381685234986236,2.0859123362581617,-0.4502219793003028
1525745929921067.0,-3.3462334216776557,2.0682184285384024,-0.45247056455698026
1525745929926414.0,-3.3103628179768156,2.050355588886376,-0.454666448137807
1525745929931846.0,-3.2731888858056544,2.031834428436496,-0.4567804498224972
1525745929937237.0,-3.235747278977601,2.013193365438359,-0.45878659164763563
1525745929948086.0,-3.1583020944431435,1.974622789901238,-0.4624826029950931
1525745929953371.0,-3.1196571171803154,1.95538381673319,-0.46413061061163335
1525745929958710.0,-3.0797637187955886,1.935497692983698,-0.4656564080923692
1525745929964064.0,-3.0393659057738533,1.9153972198904936,-0.4671163657994411
1525745929969554.0,-2.9970431675353977,1.8943142440041592,-0.4684646697707307
1525745929974838.0,-2.9558363538678587,1.873817171121364,-0.4696796038772679
1525745929980140.0,-2.9136974962415523,1.8528435897911513,-0.4707646350833589
1525745929985599.0,-2.8699138248116363,1.8311008719582806,-0.47181041440192706
1525745929991009.0,-2.825437088426211,1.8089682530072206,-0.4726616958170094
1525745929996543.0,-2.7796607518702032,1.7862653935638924,-0.473479622722991
1525745930002484.0,-2.729276870255483,1.7612334100079192,-0.4741407498994264
1525745930007254.0,-2.688643792969718,1.7411224406688213,-0.47463726364948666
1525745930012588.0,-2.6420873716079143,1.718030514126182,-0.474992189835758
1525745930017869.0,-2.5956086436900865,1.6950450605182912,-0.4752719848716784
1525745930023358.0,-2.546515766794898,1.6707826570614803,-0.4754185765304097
1525745930028747.0,-2.497742864844614,1.6467319036320915,-0.47545538642890806
1525745930034158.0,-2.447958499424129,1.6222000578355038,-0.47533917257290936
1525745930039455.0,-2.3987138385334426,1.5980027797712266,-0.47512883170898634
1525745930044761.0,-2.348636818624558,1.5734269325020522,-0.4747739854980557
1525745930050118.0,-2.297314931202498,1.548273496225499,-0.4742653691728249
1525745930055458.0,-2.245640544675269,1.5230313393257215,-0.47365802225226084
1525745930060866.0,-2.1925041629535187,1.4971129011285682,-0.4728806017955736
1525745930066197.0,-2.1395476983584283,1.4713656201885539,-0.471998687063324
1525745930071534.0,-2.085798367419925,1.4452889350159486,-0.47096410094053676
1525745930076934.0,-2.0309337465533623,1.4187899039367584,-0.4698216189335334
1525745930082541.0,-1.9728989073495018,1.3907739991762083,-0.46840337871861043
1525745930088130.0,-1.9146359853164385,1.362812938596707,-0.46690831504752556
1525745930093499.0,-1.8576885539445853,1.3355072981726497,-0.46525189416375073
1525745930098819.0,-1.8008806349989788,1.3084373433799341,-0.4635356486917812
1525745930104238.0,-1.742051176466808,1.2804357091988599,-0.461561966456103
1525745930109581.0,-1.6836347135154373,1.252806698761908,-0.4595321882756031
1525745930114931.0,-1.6242497825210378,1.2247703573670683,-0.45728424849620775
1525745930120273.0,-1.5644582273155103,1.1967070225895937,-0.45493096954683143
1525745930125678.0,-1.5031993677398463,1.1680541279780723,-0.45236417303829835
1525745930131001.0,-1.44232395375522,1.1397448939901036,-0.44971098811659505
1525745930136402.0,-1.37977391956803,1.1107557415703813,-0.4468194074850219
1525745930141721.0,-1.317659152182114,1.0821554732082626,-0.44385349576246574
1525745930147131.0,-1.253715414533985,1.052824933514897,-0.44063489998376787
1525745930152480.0,-1.1898514765859385,1.023685540343921,-0.4372866890304501
1525745930157762.0,-1.1262101833893579,0.9948235179224938,-0.4338348038940534
1525745930163345.0,-1.0582351408210318,0.964161083952215,-0.42999496493271216
1525745930168887.0,-0.9901076876581407,0.9336274052705946,-0.42601136551684127
1525745930174331.0,-0.9225091493970783,0.9035031990314109,-0.4219086054311952
1525745930179791.0,-0.8541474521252816,0.8732753310940027,-0.41765240239730683
1525745930185167.0,-0.7860801366974742,0.8432910256249103,-0.4132192188029928
1525745930190925.0,-0.7126132517782903,0.8112314417514002,-0.4083385939168996
1525745930196383.0,-0.6422285204420063,0.7806519029587211,-0.4034626405175237
1525745930202030.0,-0.5688529609339353,0.7490809478621941,-0.3982856486837447
1525745930207353.0,-0.49900829668529556,0.7191644125666766,-0.3931643476757696
1525745930212626.0,-0.429288624328112,0.6895617733184517,-0.38794561116795606
1525745930217956.0,-0.3582442995715427,0.6596054620132061,-0.382485585354254
1525745930223659.0,-0.28162277854534107,0.6275539131084029,-0.37645385244876955
1525745930228997.0,-0.20931929255847126,0.5975384198900677,-0.3706099343869936
1525745930234298.0,-0.13698617661588983,0.5677618652016565,-0.36464000284465153
1525745930239569.0,-0.06453392718211613,0.538169804027069,-0.35852513553158355
1525745930244953.0,0.010000226471054325,0.5079323002255653,-0.3520682953866782
1525745930250257.0,0.08394114729967617,0.47822731396423424,-0.34555679893692404
1525745930255516.0,0.15773828963552725,0.44878574165090557,-0.3388965616169622
1525745930260818.0,0.23263400464258405,0.41918728382535636,-0.33202280471068324
1525745930266109.0,0.3078380408041549,0.3896995698398299,-0.32497028372938064
1525745930271398.0,0.38351296532224693,0.36033685902194473,-0.3177747956727487
1525745930276715.0,0.4599855846658576,0.3308469466118443,-0.3103086039518865
1525745930281994.0,0.5364289330164075,0.3017158470088517,-0.30276382867473733
1525745930287273.0,0.613215459845748,0.2726438599248449,-0.29499840534533084
1525745930292578.0,0.6908760988639081,0.24357888868024452,-0.2870584712680368
1525745930297953.0,0.7698883882310308,0.2142278879346876,-0.278801727686445
1525745930303349.0,0.849683009678591,0.18492027285083693,-0.2703602904145641
1525745930308689.0,0.9289680074532032,0.15604630759954685,-0.2618103206773436
1525745930314523.0,1.0160725226302745,0.12468833233112293,-0.25229231834389126
1525745930319861.0,1.0960669591302081,0.09615662996427594,-0.2433868667907879
1525745930325165.0,1.1759724270856973,0.06798372315201229,-0.23439238570327792
1525745930330633.0,1.2585963070006636,0.039118173307905964,-0.22493082204436518
1525745930335919.0,1.3387389650595243,0.011401277909085555,-0.21561851938501098
1525745930341309.0,1.4208112940542976,-0.01666296226444844,-0.20597140954419946
1525745930346797.0,1.504593393231468,-0.04502271641590206,-0.19597485483518132
1525745930352059.0,1.5852040948202482,-0.07200779387907821,-0.18624233530856393
1525745930357322.0,1.6660230543104253,-0.09878401925924248,-0.17635740253854038
1525745930362689.0,1.7487963685975492,-0.12586919865519752,-0.16613988777768288
1525745930367972.0,1.8301831912944646,-0.15227969376572537,-0.15591317018629203
1525745930373364.0,1.9136818380963558,-0.17901575993629648,-0.14535655209629797
1525745930378801.0,1.9977721334934007,-0.20569611052255507,-0.13455150776947483
1525745930384132.0,2.080585566498294,-0.2316252112013944,-0.12383912865055273
1525745930389412.0,2.1624764905926845,-0.25702523570429964,-0.11308983138845845
1525745930394750.0,2.2455647930364053,-0.2824663789612558,-0.1021111450753558
1525745930400463.0,2.3343407274156105,-0.30936738759639965,-0.09021931576255669
1525745930407227.0,2.4396255992118894,-0.34083016930009846,-0.07598074701288406
1525745930412525.0,2.5220820278429366,-0.3651444902413832,-0.06470321556054065
1525745930417827.0,2.604640698910373,-0.38920152808843816,-0.05331841177829804
1525745930423148.0,2.6875098246243345,-0.4130638970132891,-0.04179753547668927
1525745930429025.0,2.7786807980189407,-0.43903596081105717,-0.028965745522517072
1525745930434541.0,2.8644907924676706,-0.4631312661196646,-0.01683158893599078
1525745930439887.8,2.947161748376376,-0.48611169099963025,-0.004987835435813521
1525745930445190.0,3.029355323923814,-0.5086526231492225,0.006827793453073907
1525745930450474.0,3.1107734463701124,-0.5307545363522912,0.018665821483805446
1525745930455782.0,3.1926845788073694,-0.552699774733221,0.03061746723032585
1525745930461073.0,3.2738070836316333,-0.5742087276415601,0.04257952222018087
1525745930466440.0,3.3562099256600733,-0.5957684190067709,0.0547638054927503
1525745930471754.0,3.4371090806830176,-0.6167203896039692,0.06685956988653818
1525745930477197.0,3.5201320615453904,-0.6379306414103775,0.07929060943701892
1525745930482538.0,3.6007556952207027,-0.6583221373759739,0.09150175640416895
1525745930487901.0,3.6819254927163807,-0.6785722732216062,0.10379496910371355
1525745930493256.0,3.7619486190567937,-0.6983390724961419,0.11606169568230346
1525745930499082.0,3.8488858965508337,-0.7195362011113726,0.12941879039078638
1525745930504540.0,3.929850723149541,-0.739036317528561,0.14192541978182507
1525745930509880.0,4.008612006390229,-0.7577830511013548,0.15414810545624927
1525745930515203.0,4.0865625403927925,-0.7761304587750908,0.1663074140320098
1525745930520684.0,4.1663820018823,-0.7947018311444419,0.1788006397374794
1525745930526082.0,4.244546696067295,-0.8126780326827394,0.19107166363231132
1525745930531437.0,4.321025091745313,-0.8300901658588605,0.20317668688031082
1525745930536734.0,4.396553393660072,-0.8470849291975474,0.2151198746542148
1525745930542372.0,4.475797237083839,-0.8647371792037842,0.22774235837659432
1525745930547864.0,4.5527080273662985,-0.8816718252619123,0.23998476884296602
1525745930553165.0,4.625787253519708,-0.8976089029506983,0.25169815561870734
1525745930558425.0,4.698064324144595,-0.9132061821128639,0.2632621179334127
1525745930563738.0,4.76982719094464,-0.9285548281626625,0.274821501639078
1525745930569013.0,4.840885064574958,-0.9436016440349255,0.2862308535518724
1525745930574375.0,4.911628093509042,-0.9584571747359655,0.2976777101847268
1525745930579753.0,4.982461327240966,-0.9731914080842261,0.3090826551123947
1525745930585167.8,5.052088679196287,-0.9875621332326382,0.3203858891514607
1525745930590558.0,5.120877551621731,-1.0016407020145277,0.3315236846161236
1525745930596576.0,5.196574207082499,-1.0170096423307415,0.34378659134976564
1525745930601965.0,5.263254835230728,-1.0304496815134023,0.3546008523846489
1525745930607285.0,5.328148804546588,-1.0434454082086284,0.36512063450716487
1525745930612682.0,5.392979655943767,-1.0563519806958814,0.37562372100948876
1525745930618010.0,5.456256942639205,-1.0688831547029953,0.3858398776339008
1525745930623348.0,5.517841640145459,-1.081025738560686,0.39584070543522315
1525745930628699.0,5.579205570853034,-1.093078526281298,0.4057282764333558
1525745930634070.0,5.639012936584841,-1.1047904534133273,0.41540686832867857
1525745930639385.0,5.697646212734788,-1.1162478921005157,0.4248256095691065
1525745930644695.0,5.754549445976675,-1.1273531085811646,0.4339892007197595
1525745930649994.0,5.810745820642713,-1.1383176870189535,0.4429649770265931
1525745930655308.0,5.865255214281871,-1.1489605536396439,0.4516971229764879
1525745930660637.0,5.919426036165697,-1.1595572708010828,0.46028340541062535
1525745930665951.0,5.971367858544346,-1.1697489584465743,0.4685488033740338
1525745930671270.0,6.0230125957036424,-1.1799255057653597,0.4766563885209809
1525745930676555.0,6.071998481318549,-1.189636248759716,0.4843846829354615
1525745930681856.0,6.120430059439792,-1.1993049359647947,0.49193661834396984
1525745930687276.0,6.168392023559273,-1.2089657215178735,0.4993826495595957
1525745930692711.0,6.215306156955722,-1.218515844502323,0.5065978501844329
1525745930698364.0,6.262286869156162,-1.2282059567862882,0.5137871305105651
1525745930704644.0,6.3128069261881326,-1.2387931077511842,0.5214353222726229
1525745930710051.0,6.355220370924871,-1.2478409089930165,0.52775397949038
1525745930715389.0,6.394562931022919,-1.2564204587854686,0.5336204927816245
1525745930720864.0,6.434419377312687,-1.2652816075473392,0.5394305471180645
1525745930726566.0,6.4733009868625855,-1.274177647001832,0.5450818207131986
1525745930731991.0,6.509625679435502,-1.2827007723227326,0.5502283008480874
1525745930737317.0,6.542789766470052,-1.2907682280389237,0.5549050138070141
1525745930742647.0,6.575101990784179,-1.2988701869598174,0.5593475400031692
1525745930747948.0,6.605377503686826,-1.3067720819356625,0.5634452196819866
1525745930753351.0,6.635068999242968,-1.3148239239386483,0.56735563742242
1525745930758830.0,6.663024797508372,-1.3228108452518763,0.5709650019343372
1525745930764258.0,6.689608600860359,-1.330761858943565,0.574274927727284
1525745930769532.0,6.713495758021736,-1.3383592554406105,0.5771624586406808
1525745930774933.0,6.736174926067703,-1.3460596048566025,0.5798013915331685
1525745930780300.0,6.757439108236789,-1.3537448109925887,0.5821502546450047
1525745930785615.0,6.776568866329566,-1.361262423279858,0.5841505565099949
1525745930790951.0,6.794345393818299,-1.368827816085468,0.5858769029458684
1525745930796345.0,6.810520106943497,-1.3764363684191494,0.5873069466267548
1525745930801719.0,6.825565786927043,-1.3841361033510957,0.5884805215404592
1525745930807172.0,6.837944261591862,-1.3917168762552161,0.589262259045169
1525745930812449.0,6.849291870031182,-1.3992744190529336,0.5898131840223937
1525745930817817.0,6.858165818420722,-1.4067765394213783,0.5899954807763822
1525745930823270.0,6.866370213065453,-1.4146140879691849,0.589960388610347
1525745930828649.0,6.871875593755291,-1.4222019292107058,0.5895572766448848
1525745930834066.0,6.876342720945579,-1.4300208976250366,0.5889159129190329
1525745930839470.0,6.878608098831094,-1.43777665135547,0.5879488291998478
1525745930844897.0,6.879641412655263,-1.4457288130410095,0.5867350280700673
1525745930850415.0,6.878314582120776,-1.4537597266115927,0.5851619586398257
1525745930856048.2,6.875649532981904,-1.4621544187863091,0.5833075744175573
1525745930861424.2,6.870796963828705,-1.4701304132879558,0.5812173773066426
1525745930866826.0,6.864806211305377,-1.478362592051411,0.5789051296389083
1525745930872724.0,6.8558614804105895,-1.4873684122799748,0.5760481734698307
1525745930878491.0,6.844827329221575,-1.4962245218990502,0.5729384782044401
1525745930883838.0,6.833427626938716,-1.504675193915523,0.5698527662614575
1525745930889192.0,6.819681511782909,-1.5131061194736208,0.5664736304887661
1525745930894483.0,6.804955081578676,-1.521666070591835,0.5629513085603277
1525745930899754.0,6.788210772163119,-1.5302121294461815,0.5591891548247218
1525745930905111.0,6.770198809991143,-1.5391754520225305,0.5552054645627817
1525745930910783.0,6.74830844313471,-1.5485877714020426,0.5506763850593052
1525745930916083.0,6.727097196685492,-1.5577291038802712,0.5463158015485402
1525745930921413.0,6.703121920773256,-1.5668274818173042,0.5416561460212699
1525745930926792.0,6.678320780739301,-1.5764006734014893,0.536850255256596
1525745930932288.0,6.650073082217545,-1.5860594850350322,0.5316559776444469
1525745930937636.0,6.62151757547896,-1.5957517817034217,0.5264747071677732
1525745930942975.0,6.591268414796604,-1.6055496830945062,0.5211296086548662
1525745930948396.0,6.559080179659392,-1.6156954347998251,0.5155578968529039
1525745930953740.0,6.525469718315934,-1.6257899822366983,0.5098966528730574
1525745930959064.0,6.490727238578532,-1.6360841305462526,0.5041445261723
1525745930964403.0,6.4541713737319535,-1.6465314286602288,0.4982356837431599
1525745930969707.0,6.4159072453137265,-1.656965352358601,0.49221521717035316
1525745930975237.0,6.374914934564976,-1.6681516339049318,0.48586112434761985
1525745930980536.0,6.33359942349725,-1.6789045536162743,0.4796312680511283
1525745930985993.0,6.289875749721157,-1.6902504166296568,0.4731481491016412
1525745930991352.0,6.245049708619261,-1.7014609602804858,0.46666793259882633
1525745930996635.0,6.1999895354476955,-1.7128359237024153,0.46024887557915845
1525745931002052.0,6.151328522220723,-1.724402021076151,0.4535274481156249
1525745931007480.0,6.101985242533169,-1.7364170690443088,0.4468001488440112
1525745931012800.0,6.051150923052564,-1.74806389180642,0.44008229525784914
1525745931018100.0,5.999993853353123,-1.7600880299784443,0.4334157114075515
1525745931023513.0,5.945378173453221,-1.772249398635414,0.42650720509813544
1525745931028804.0,5.891148314436107,-1.7844491639433935,0.41977089114458177
1525745931034198.0,5.834158096129802,-1.7969413478149987,0.4128666533700111
1525745931039536.2,5.77669648757681,-1.8095453514834294,0.40605006075270067
1525745931045041.0,5.715585652817771,-1.8225494737341523,0.39899228186205615
1525745931050367.0,5.655527336185922,-1.835401140235906,0.39220425017692634
1525745931055670.0,5.59409326696613,-1.8482190428333753,0.3854413643975623
1525745931061013.0,5.530743016077823,-1.8612034492514924,0.37864437695488784
1525745931066379.0,5.466109317731384,-1.8744586151092282,0.371873329988145
1525745931071778.0,5.399525279062337,-1.8878197034107163,0.3650873052333394
1525745931077126.0,5.332461616727544,-1.901212805471383,0.3584270174558257
1525745931082470.0,5.264082524750971,-1.9146471789499517,0.3518218153203628
1525745931087813.0,5.194956688955353,-1.9283436126323887,0.3453158288441857
1525745931093120.0,5.124215733427225,-1.9417047049351333,0.338869263455174
1525745931098480.2,5.052355308951371,-1.9555659490967507,0.33248974006101983
1525745931103792.2,4.979273845767794,-1.9690920617567789,0.326208003829679
1525745931109539.0,4.899644620729264,-1.9840640606654936,0.31956195831982115
1525745931114941.0,4.822938230142733,-1.9979226072161815,0.3133795440094804
1525745931120306.0,4.746092526458143,-2.0119116734856624,0.3073782040641892
1525745931125645.0,4.668248751776506,-2.025742673559795,0.30150157080716244
1525745931130999.0,4.58943693788808,-2.0397699291919786,0.29574906588376465
1525745931136459.0,4.5075861193915525,-2.0539092424398526,0.289986817349253
1525745931141869.0,4.425826859650947,-2.068099100196724,0.284437917334059
1525745931147546.0,4.338642046761339,-2.082849217157136,0.27874765258902373
1525745931153315.0,4.24876664453103,-2.097739842828372,0.2731197627357828
1525745931158757.0,4.16329502597017,-2.111918006634702,0.26798921147102733
1525745931164181.0,4.076767691990619,-2.125814038841638,0.2630077253729674
1525745931169557.0,3.990379707645832,-2.1396900488200665,0.2582477918290613
1525745931175054.0,3.9008276899128562,-2.153655298554509,0.2535292246639369
1525745931180405.0,3.8131202443293484,-2.167365576810404,0.24912401486411243
1525745931185673.0,3.7254783574434316,-2.180512751474536,0.2449190119508007
1525745931190973.0,3.636992422836233,-2.193933898107734,0.24088709564260463
1525745931196256.0,3.547434505234416,-2.2068604213500196,0.2369983528773354
1525745931201589.0,3.4567816415320025,-2.220123920741234,0.23328576838403187
1525745931206865.0,3.3657905421087744,-2.2327533705884397,0.22974885092577496
1525745931212194.0,3.273494830424232,-2.2455845673005417,0.22637543383607717
1525745931217592.0,3.17912131153087,-2.2583147996457584,0.22312977201614972
1525745931223112.0,3.0820306597184897,-2.271256945096482,0.2200122759111684
1525745931228391.0,2.988324111834565,-2.283319047193631,0.21720093237565793
1525745931233729.0,2.893127518574147,-2.295476331269855,0.21455438011867944
1525745931239039.0,2.797546821509455,-2.307159515281353,0.21208415888519708
1525745931244374.0,2.7011843614541147,-2.3189032339529407,0.2098056328286336
1525745931249847.0,2.6014612271721296,-2.330492055969503,0.2076390643911787
1525745931255144.0,2.504395061266112,-2.3414669395310836,0.20572509273837947
1525745931260456.0,2.4066017208262442,-2.3522970209865157,0.20399263884698754
1525745931265759.0,2.308404694828145,-2.362788054217289,0.2024371730552683
1525745931271042.0,2.2100981469704255,-2.3729768259424917,0.2010687873502252
1525745931276411.0,2.109730154693749,-2.3830574247359904,0.19985980542809942
1525745931281736.0,2.009807952443506,-2.392849453858924,0.19884587980417634
1525745931287040.0,1.9096036921398005,-2.4019908712612454,0.19798417939723495
1525745931292382.0,1.8084958618269753,-2.4111539309260026,0.1973117547435565
1525745931297997.0,1.7016034197501155,-2.42015279179747,0.1967664679132769
